product_category,star_rating,review_headline,review_body
Baby,3.0,I probably should have listened,Most of the review bash this product especially being so connected with apple. Well the concept and features are awesome. The constant disconnecting from the network is insane. Sometimes its every other minute. This is way too unreliable especially when you have a new born. It does work better in my old iphone 4. not good on the 5. i am contemplating getting a regular monitor
Baby,5.0,Cute Socks for a little cutie!,Just a little gift for a little girl who us curious and has fun with them.  ....... ....... ....... ....
Baby,5.0,Lifesaver...now how to wean?!,"My daughter absolutely loves this little monkey who we call \\""George.\\""  It has been her best buddy since she was about 4 months old and she's now 13 months. She does not care about any other pacifier except for this one and never has. If a baby could be addicted to something, our is addicted to George!  For those looking for a way to wash, I just throw him into the washing machine in a lingerie bag with the rest of her clothes and let him air dry.  My only concern is how we'll ever wean her off of him because this is definitely her lovey!"
Baby,5.0,my son loves it,i just bought a second wubbanub for my 12 month old son.  I bought the first one a year ago and the soothie is barely hanging on.  He loves walking around with the monkey.
Baby,5.0,6 month review,"I have had the unit for about six months now.  To be clear, this is a great monitor for portability and to see your children while away at work or wherever. Yes, two second delay. This was annoying. At first but I got used to it.  We still use a regular in home video monitor for the baby but the withings is used for my three year old and to take with us if we go somewhere.  It will drain your battery on your phone if you are streaming so please be aware of that.  I think it is great that my wife and I can always jump on and see what is going on at home with our phone or ipad."
Baby,1.0,Can't access through Internet,"Since delivery date till today, I'm trying to fix the issue I'm facing with iBaby monitor with i baby support team.<br /><br />Something wrong with DNS or our ISP. Well it's useless for now.<br /><br />Regards"
Baby,5.0,LOVE LOVE LOVE,"I have been searching for toys for my son, and when it comes to things like this it's hard to find any that aren't girly.  I LOVE LOVE LOVE this one, he's so cute and it's not a standard toy that i see a lot!  I love him and so far does my son."
Baby,5.0,Great toy for a young baby or motor development delayed baby!,"My baby has a hard time time holding on to toys. I like this giraffe because the velcro strap allows me to hang it on her gym, on her carrier, or on the bar above her play pen. Also, she likes to hold it in her stroller or swing. The soft giraffe is easy for her to hold and has many toys in one. It also has a crinkle sound area on the giraffes tummy that my baby really likes."
Baby,4.0,Does what it's suppose too!,The mobile moves perfectly.  The leaves open and close and the animals move around in a circle.  It is very heavy and must be attach to a crib with slates.  I'm just concern about the batteries.  It seems to drain them quickly.
Baby,5.0,Scored Big,I gave this to a friend for her baby and she loved it.  It is all I hoped it would be and more.
Baby,5.0,Love these,I first saw these when my first granddaughter was born but never purchased.  I bought one for my grandson and it is great.  He loves to hold the animal and it helps to keep track of his pacifier.  There are no loose or small pieces on the animal to worry about.  Great idea.
Baby,3.0,Good while wired but freeze in wi-fi,I found that Image is very good while connected in my wired network but it's freezing the image in WI-FI connection.
Baby,5.0,Nice product,"This product does exactly what I wanted - holds a water bottle, keys, phone, and a few other things I might bring with us on a walk I have a Baby Jogger City Mini stroller and it works perfectly - I do not need to remove it when I fold the stroller for storage. I also really like the price compared to the similar item made by Baby Jogger. I have only had it a short time so I can't comment yet on durability."
Baby,5.0,Works Great!,"2/5/2013<br /><br />The camera works very well using my iPhone 4S. Both my wife and I can simultaneously can use the iBaby App using our individual 4S phones. There is a 2-3 second delay, but otherwise the video quality is excellent and the audio is definitely usable. We went ahead and also bought the top rated Philips AVENT baby monitor for real-time high quality audio...however given the capability of the iBaby unit the Philips monitor seems redundant.<br /><br />The primary wi-fi router is downstairs but the nursery is upstairs. I use a power-line ethernet box (Netgear) to go from the downstairs router to 2nd upstairs wi-fi router. The iPhone and the camera have to be connected to the same router to work properly (upstairs). As a result I get a steady connection between the upstairs nursery and upstairs master bed. Easy."
Baby,1.0,I expected so much more,"I really wanted to like this, I even ignored the other reviews hoping that they were wrong. I really wish I hadn't - I was so disappointed! I tried to set it up and couldn't even get past the startup on my phone. The monitor wasn't recognized by my iPhone or my husband's iPad or droid phone. We tried several times before we eventually gave up. I can't have a baby monitor that is SO unreliable (especially one that I spent $300 on). Save yourself the time and aggravation and find another baby monitor."
Baby,5.0,Great,The kid loves it in the car when we are driving. This is a great product for a baby thanks.
Baby,5.0,Best little Accessory,"Use it all the time and so easy to remove wish i got two. Very easy to clean holds drinks, keys also great little zip pocket"
Baby,3.0,Design I like,"Wipes Case with unusual and nice.Handpicked too good to use, I love it ..<br />Wear on the stroller even think"
Baby,4.0,Love it.,"Very easy to use. Very practical and what I love most about it is that it folds with the stroller, so I don't have to remove it every time I need to fold the stroller."
Baby,5.0,My Grandbaby's FAVE toy!!!!,"Out of all the very many toys I researched and ordered for my infant grandbaby, this one was the Best! She loved it the most out of all the crib hanging toys. It goes every where baby goes! It's a great toy for crib, car seat, stroller, walker and every place in between. It has been easy to keep clean and sanitize. The toy has held up to alot of usage and still looks new. We have had no safety issues with this toy. I highly recommend it and glad I bought it."
Baby,5.0,Awesome,My baby nephew loves these and of course I spoil him rotten. This is actually his second one.  He loved the first one so much he wore it out
Baby,5.0,She LOVES it!,The material is super soft and so she loves to hold onto and pet at it. Very cute.. everyone that sees her with it OOOooss and awes. CUTE!
Baby,3.0,The baby couldn't care less,"Good stitching, but I can see where the velcro that keeps the bracelet on would wear out by the time one kid got through with these.  Also, as a toy that is supposed to stimulate, my baby couldn't care less about these guys.  He'd rather chew on his blanket or his glowworm."
Baby,4.0,Software needs to be improved,"As a straight out of the box camera to use on your Apple devices it works great, flawlessly even.  However the software included is horrible."
Baby,5.0,I Love WubbaNubs!,My 3rd child and the 1st pacifier that we successfully used. They are a little pricey but my baby will take it & the animals attached are adorable! We received the 1st one as a gift & have purchased 3 more. My baby can easily grasp the animals and play with it. I find it spends less time on the floor or getting lost because it's easier to hold.
Baby,5.0,Just what I needed,"I wanted a stroller organizer I can throw in my bottled water, cell phone and keys and its perfect. Its easy to attach to the stroller and my stroller is black so it works perfectly!"
Baby,5.0,Love this.,"I scoffed at these when I first saw them online, but was compelled to check it out after reading rave review one after another. They're the best. They are easy to find, they don't roll when they hit the ground, and much easier for my daughter to get in her mouth on her own. We have two for wash days and I couldn't live without them."
Baby,1.0,Poorly-designed waste of time,"Our first experience with the iBaby camera was with an older 801.11b/g/n router. After following the instructions to the letter and much twiddling with the setup the camera did work briefly. But it kept losing connection with the older wireless router, so back to the store it went.<br /><br />Then we bought a newer dual-band 801.11b/g/n router that has terrific range/connectivity. We DOUBLED DOWN on the iBaby camera, purchasing two units, thinking, &#34;the problem must have been with the old router.&#34;<br /><br />WRONG¹. WRONG². No connectivity AT ALL this time, with either camera, under any circumstances.<br /><br />We tried everything we could find on the internet to resolve the problem (including one relating to use of range extenders on one of the dual bands, which we have in place) -- no luck.<br /><br />This is a poorly-designed, poorly-documented, overpriced product. Save yourself a lot of time/aggravation and don't buy."
Baby,2.0,Not worth it for the price,"My husband and I own the Withings scale and sleep monitor and have had nothing but positive things to say about them.  However, the Withings monitor is a completely different story.<br /><br />Pros:<br />Shows the temp and humidity<br />Features we don't use but some may: microphone to talk to baby, light, and music<br /><br />Cons:<br />App is constantly buffering and often shuts down leaving your baby unattended.  (Isn't this the whole point of the monitor????)<br />Expensive for what you get...other brands are much better and cheaper<br />Unless you have a 1\\"" crib there is literally no way to mount the monitor.  We have ours dangling on the side of the crib, but will have to move it soon since our son is about to crawl<br />Drains your iphone battery within 2 hours if you have the video monitoring<br />Unlike other brands you cannot use more than one monitor at a time<br /><br />I would not recommend this to anyone."
Baby,5.0,another grand-baby joy,My new grand-son loves music and animals.  This mobile was great for him when he first went into the baby-bed from the bassinet.
Baby,5.0,Has been great,"We travel with it, and my wife watches the baby from work while I work at home.  When I travel--anywhere in the world--I can log in and see and talk to baby.  My only request is a desktop app so I can watch on my computer screen while working.  It works great, though, and the sound and light fixtures help with sleeping in the crib."
Baby,5.0,Prefect for Traveling,"I love this case! I was unsure when ordering that it would be what I wanted, but now that I see it I'm happy I ordered it. Great size, sturdy plastic, and easy (but not to easy) to open"
Baby,5.0,Keeps the little one busy,"Keeps my little girl busy for a good half hour.  Invaluable sanity saver, would recommend it to anyone looking for a mobile"
Baby,3.0,"Good idea, but..","Good idea, but something got wrong. When they fit my newborn, she wasn't really paying attention to them. Plus, the bugs were too heavy and made the socks to slip away. After 2/3 months she became interested in her feet, but by that time they didn't fit anymore. The rattles would probably have been a better fit for us."
Baby,5.0,Loved it,"So cute, my nephew took to it right away. Also easy to find if dropped.  Would definitely buy one again."
Baby,5.0,wubbanubs are fantastic,"We have 3 animals (kitty, monkey, and red puppy) and they are wonderful as pacifiers and as toys.  These pacifiers are hard to lose with a big fluffy animal attached to the end.  Our daughter loves these, and I have bought them as gifts for my new niece and other friends who are having or have had babies recently.  Totally recommend."
Baby,1.0,Very small and cheap.,The picture looks nothing like the actual product. It was small & very cheap. The little monkey was ugly and not even close to the picture. I'm returning it ASAP
Baby,1.0,REALLY quiet,"This is the quietest rattle, it makes almost no noise.  I would not recommend you buy it unless you are looking for decoration only for a child to look at."
Baby,3.0,I really wanted to love it...,"Baby is now 1 week old...I've rebooted and reinstalled this monitor almost every day since we receive the error &#34;unable to connect&#34;.<br />Even before the baby arrived, we were disappointed in just how much of a delay there is (on a extremely fast WiFi network), but figured the few seconds wouldn't be bad if the rest of the experience was ok.<br />The picture was good, I liked the temp/humidity options, as well as the ability to customize alerts...but you'll soon turn the alerts off, as the adjustable times for &#34;tolerance&#34; don't seem to affect anything and you'll soon have a page full of notifications on your ipad / iphone.  You'll also have to keep your iDevice somewhere off your person if you're checking on the little one - as the alerts have a loud chime that goes off when motion is detected.<br /><br />Finally, the internal battery must be for nothing more than keeping settings when moving it.  We put the little one in a swing and set the monitor nearby while cooking, and within 20 minutes the low battery notification went off (then triggering a reboot and cycle all over again to get it set up).<br /><br />It looks like it is just a bit early for it's time - wait for a more robust product that allows streaming to iDevices."
Baby,5.0,Great!! Just like i expected!!,"Excellent experience !!! I received everything correctly, the performance and quality of the product is just as I expected !!!"
Baby,5.0,i love wunnanubs,"whoever invented these are a genious. My son loved them and are so cute. they are way easier to find when droped vs a regular paci. i think i have boughten about ten of them. unfortanatly, my son has grown out of them and has bitten a hole in the paci and no longer can use them. but anyone that has a baby who uses a paci needs to have one of these! you wont regret it, promiss! The monkey was my favorite, but they are all cute."
Baby,1.0,Don't buy this item!,Great concept but the product does not live up to the description.  Red button needs 2 hands to slide (it is not Quick or Easy!) and it does not snap closed securely.  The sides are not sealed tight when closed and the wipes dry out.<br /> I scheduled a return and thankfully Amazon just told me to keep this and refunded my money.  It is in the trash and Amazon saved the shipping cost by not having me return something that should not be resold.
Baby,3.0,cute,These footie finders are real cute.  My daughter seems to like them.  The only issue I have is that they do not rattle enough.
Baby,3.0,"Not sure if they're doing anything, but it doesn't hurt.","As others have said, they don't make a lot of noise, sort of like a bead rolling around, but its a nice subtle ting and the baby can certainly hear it.  Our baby is only a month old so hopefully this will get him exploring the sounds fairly soon.  Since he's still pretty small it fits just fine though I can see how an older baby of a few months would be a bit tight.  He doesn't really care about them right now but its still too early to tell.  Anyway, they're cute, cheap and it doesn't hurt to try."
Baby,5.0,Sealing discs,These work great for nursing moms. They come 6 per pack and well worth it. It makes it so much easier to store it and quickly use it again when needed
Baby,5.0,My son enjoys it.,"I bought this when my baby was 2 months old. It was not really useful for him at that time because it will not lull him to sleep.<br />At around 9 months, he started enjoying the music and it helps him sleep. He also loves playing with it before he goes to sleep and when he wakes up.  He is able to stand up and turn on and off the music himself.  He enjoys looking at the mobile and enjoys &#34;talking&#34; to the animals."
Baby,5.0,Perfect to keep track of,"Don't worry about losing the pacifier anymore with this awesome product. We have two different ones and my baby loves them!  At just 2 months old he figured out how to wrap his arm around the animal and push his binky in his mouth, and now at 7 months old he loves to hold the animal while he sucks on the binky.<br />We also used one of these for my older son, and when we were ready to wean him from the binky we cut the tip of the binky off and he still had the animal to comfort him. It really helped him with the transition."
Baby,5.0,good,i bought this item<br />I like this. This is Very good price & Very Good Quality<br />My wife also like this.
Baby,5.0,LIke the easy access,I really like this baby wipe case.  The slide over button makes accessing the wipes easy and you don't have to open it each time and risk getting too many wipes or having trouble getting it closed.
Baby,5.0,Excelente,"El producto lleg&oacute; a tiempo, sin contratiempos, sin problemas el producto de muy buena calidad. La atenci&oacute;n del vendedor muy buena"
Baby,5.0,Love it,I have attached it to the bouncy chair and my 7 week baby is grabbing at it. Love the design and bright colours. A well made product.
Baby,4.0,Ibaby monitor,Love this item!!! So much better than a reg baby monitor ... I can see my<br />Baby even when I leave the house
Baby,5.0,Great!,What can I say?<br /><br />The crinkling hooves made my 6 month old love it!  He also loved holding onto the two rings on the tail and would fall asleep that way.  Lamaze products are great!!
Baby,5.0,Most Excellent !!!,This is the Monitor you want. Works great with awesome features. Worth the money for sure.<br />The interaction with the iPhone app is perfect from Anywhere!
Baby,5.0,Fun footies and mits,These are asas expected whenwhen viewing the pic. Our daughter has fun with them on her hands or feet. The  rattles inside are more like bells. They still distract and entertain her at 10 months.
Baby,5.0,great product,my baby loves it. I received this pretty quick and was very satisfied. this is small and easy to take along with us everywhere.
Baby,4.0,A good deal,"I like this product, true to description, stays on by Bugaboo, coffee cups fit a little too tight, but that's a good thing<br />One drawback - the only zipped pocket is made of mesh. So I can not put money or cell phone there when it is raining or snowing outside. I realize that many people don't need to stroll when the weather is bad, but in some climates you have bad weather pretty much all the time, and I guess Diono, as a company coming from Washington state, should be aware of that :)<br />So I wish that had two pockets, one with mesh and one solid. Otherwise - a good deal, much better use of money than Bugaboo's genuine cupholder."
Baby,5.0,Perfect Gift for an Infant!,I purchased this item for my grandson.  I was looking for items that would get the attention of an infant who was interested in lights and sounds.  I found this item to be what I was looking for.  The items were packed securely and quickly arrived.  I would purchase from this vendor again.  Thank you for working with Amazon.com
Baby,5.0,Perfect Gift for an Infant!!,I purchased this item for my grandson.  I was looking for items that would get the attention of an infant who was interested in lights and sounds.  I found this item to be what I was looking for.  The items were packed securely and quickly arrived.  I would purchase from this vendor again.  Thank you for working with Amazon.com
Baby,4.0,Little one enjoys it,"My son has no interest in pacifiers.  When he first started getting some teething pain, he liked to chew on things, but couldn't manipulate a teether toy.  We got this for him and he really likes it.  He chews on the pacifier part, the hands, the feet, the tail, evereything.  He can easily manipulate it and it's now one of the only things that keeps him from fussing in the car.  My only concern is that the pacifier used in this toy is for newborn - 6 months.  My son may still want this when he's a  little older.  I wish they also made them with the 6 month + pacifiers."
Baby,5.0,Grows with the child,Great play mat. My daughter loved it and still enjoyed playing with it when she was walking. She would sit on it and read or play with her toys. Now I use it for my twin girls and they love it as well. The mat washes up nicely in the machine and the colors have not faded.
Baby,1.0,Stopped rotating,"After using for just one month, the rotating part stopped working. Just the music box alone is working. Called the service center people but was not helpful. Waste of money."
Baby,5.0,monkey pacifier,I ordered this for my great grand baby. She loves it - in fact it is about the only pacifier she will take. I would definitely recommend it to anyone with a new baby.
Baby,4.0,Works nicely and is far cheaper than the Britax version,The only issue we encountered was that it tends to slide down a bit on the Britax B-Agile stroller we have if we didn't put the velcro on tight enough. This causes your cup to tip slightly (due to the back of the stroller pushing against the organizer) and can lead to small spills.<br /><br />But it does work really nicely otherwise. We put towels and baby toys in there and they don't fall out. Super useful.
Baby,1.0,You're better of monitoring your baby with two tin cans and a string!,"Great concept, awesome features (if they worked)... love the idea, HATE the product.  I haven't written a negative review before but this is my baby's safety we are talking about.  This isn't a money issue either.  I would pay twice as much if the stupid thing did what it was supposed to.  It consistently reads 4-5 degrees warmer in the room than in reality (not a deal breaker but annoying) half the time the audio works but the video doesn't and at least twice a night it looses connectivity all together! DEAL BREAKER! We run a business from our home and our internet connection is our livelihood so...no, it is not a connectivity/WiFi issue!  Don't trust your your baby's well being to a defective product!"
Baby,5.0,Awesome,"Simple, Cheap and good looking toy. My 4 month old girl loves these. IT is a simple toy that will entertain your baby for hours."
Baby,5.0,monkey,I ordered for my great grand daughter because she likes monkeys-easy to keep up with pacifier because she likes to throw it-
Baby,3.0,Sizes Vary,"I bought a second monkey wubbanub after a friend gave me one we loved. Sadly, the new one I bought was neither the same size nor plushness as the first. My guess is it's due to manufacturer or production time differences, but the new one was about 30% smaller in length and stuffing. The fabric was also inferior. The pacifier was the same, though."
Baby,4.0,CUTE BRACELETS,"The products are smaller than I expected.  However they are cute anyhow, and considering they are for babies anyway, I am happy with them, especially with the rattles when shaken.  They will make a ok presents."
Baby,5.0,Very cute,This is such a nice mobile. I am very happy with this purchase. I wish I had this hen my daughter was a newborn. The music is very nice. The overall quality is excellent!
Baby,2.0,Doesn't work the way it should,"we bought this mobile for my baby and unfortunately baby never had a chance to see how it is spinning, because it always stops right after big leave goes down. Those big leaves make stop all toys from spinning. I tried to take leaves out- and it started to work better, however we liked the idea of toys and leaves. Music is boring for this mobile, we have same theme play mat and it has better music selection. The only thing that I actually liked- colorful toys, these colors made my baby keep staring and wondering."
Baby,3.0,Video Lag too long,"Great and easy setup.  However, we found the video lag too long, so it ends up being an audio monitor with still frames of your child.  Its a bit too pricy for an audio monitor.  We are returning it and going with Foscam cameras.  The setup is more complicated, but once you have it up and running the video and audio are great."
Baby,5.0,Perfect,"Cheapest place to buy them is on Amazon. You get a package of 6 for this price. They work great to seal bottles, and it's always nice to have extras of these, especially if you're going to freeze/store your milk."
Baby,4.0,Withbaby,"Overall, I really do like this monitor. That said, I always use a cheap audio monitor at night and while he's napping. I use this monitor to check on him when I hear him make noises or when I just want to peek on him and not wake him up. The withings monitor just isn't consistent enough for long term use, and it kills your iPhone or ipad battery. But it is really nice when you want to check on them without going in the room and waking them. I also love that when he wakes up too early in the am, I can turn on the nightlight and sound from my bed and that usually keeps him occupied until I get up or until I finish getting ready. He's also figured out how to turn them on and will do so himself now at 9 months. It's pricey, but worth every penny when you want to watch them breathe at night!"
Baby,5.0,Much better than Skype,"We started with Skype set up on an old laptop. Had the webcam so it was free. Worked fine for the first year. Saw this at a friends house and loved having the night vision. Decided to buy it so we'd be able to monitor him at night without waking him up.<br />The setup was much easier than I expected. The app guides you through everything and I had it fully functioning in the first five minutes. The picture is great, specially in the dark. Now I just need to get it mounted on the wall where it's convenient.<br />The only problem we've noticed is the audio. Right now there is a clicking going on but I think it's because it's sitting next to the old laptop running Skype. I'll move it tomorrow after he wakes up and see if it fixes it.<br />After reading reviews, I didn't think the alerts worked very well but after testing for a couple minutes, it seems they work great. We put him down and he was moving around. I was watching him on my phone and set the sensitivity for the motion alert and within 30 seconds, my wife's phone was ringing an alert. I'm not interested to use it all the time but I think it will come in handy at times.<br />There's no visible light coming from the camera and you can't even see it sitting in a dark room. I think the posts that say they see a light may have the led light turned on. Haven't exactly figured out what this is but I think it may turn on an extra light. Messing around with it, I haven't noticed any difference.<br /><br />So far very pleased. Hope it continues to perform."
Baby,5.0,Awesome,"My 4 month old was not sleeping in his crib until we purchased this, now he will lie down under the mobile and fall asleep! The remote is also a very cool option so I don't have to get out of bed to turn it on when I hear the baby start to fuss.<br /><br />This mama appreciates the extra sleep!"
Baby,3.0,Stopped working,Bought this mobile baby loves it but the leaves on the mobile stopped working after 1month. It only works when you take off the leaves then the animals turn!
Baby,5.0,Vonnegut at his best,This is a book I fell in love with in the 70's!!! I laughed and laughed. Cat's Cradle is one two Vonnegut books that are the best books I have ever read.
Baby,5.0,Stop being a human pacifier! Buy this!,"I have notoriously high-maintenance babies: colic, reflux, dairy intolerance...anything that could make sleep difficult, they have. I have been the human pacifier for far too long, but not so anymore! This mobile is pure magic.<br /><br />Things I like:<br />Leaves flutter up and down, as well as traditional spinning mobile action. Very enticing to baby.<br /><br />Music is nice, not annoying. Mine are all labeled correctly, unlike some reviews I read.<br /><br />Light is a dim, soft glow. Enough to see baby by, but not too bright to keep baby awake.<br /><br />Been using it heavily for 3+ weeks now and no indication that the batteries are wearing down yet. So, doesn't just devour them which is nice.<br /><br />Has a remote<br /><br />What I don't like:<br />The remote. It is one button, which I sometimes have to click a couple times to make work. It turns the mobile back on to whatever lights/music combo you last had it set at (mobile plays for 15 minutes and then automatically shuts off). HOWEVER. The remote will only work to turn the mobile on/off for one hour since the last time you pushed a button on the actual mobile itself. Guess they don't want you to leave your baby crying for more than an hour before you have to actually go to him/her. ;) Smart idea I guess."
Baby,1.0,It doesn't work!!!!,"It doesn't work!!!, I change the batteries, and try and try and even try, but it never started to work."
Baby,5.0,"perfect for price, durability and flexibility","This organizer is inexpensive and wonderful. my little boy is almost 3 and I needed something that I'd be able to fold up easily with my city mini. I didnt want to have to take the organizer off every time I folded the stroller, how annoying that would be! This doesnt get crushed when stroller folds, but you have to take your stuff out of the organizer before folding or it will likely fall out after folding (keys, gloves etc.) i also like how it's made out of wiring, which makes it flexible if you have a larger or smaller cup and don't want it to move around while you're strolling. the organizer is also not bulky like the baby jogger one looks. it's a very simple design and allows you to just throw things in and take them out at ease, such as keys, hats, gloves, phone, drinks, etc. convenient. worth it. however, it doesn't have all the coverage like zippers and velcrow, but I dont need all that anyway. there is one zipper pocket that ive never used but  its also a plus."
Baby,5.0,Nephew loved it.,Very fast shipping. Baby loved it for a while. Think it did get old after a while. But definitely kept him occupied for a bit.
Baby,1.0,not that great,it was kinda flimsy the wires kept coming off and my daughter didnt like to play with it any more after her having to ask to string them over and over.
Baby,4.0,Bulky size,"Great product in functionality, however, it is a little bulky in size.  I'm not sure why they had to make it 2 inches longer than the standard wipes size.  1 inch would have been sufficient for a little wiggle room."
Baby,4.0,cute,"This paci is very cute, I plan to buy more.  I just wish the  paci was removable.  I guess that's the point though  if  paci goes bad, you have to buy a brand new wubby.  I kind of want to try to make my own."
Baby,4.0,Occupies the time just fine,"These little things does the job as it states and does what I need it to do, buy me time with the kid."
Baby,5.0,Stroller accessory,I ordered this to accessorize my stroller and to have extra storage for small items within reach while strolling. It's been a year and I still use it.
Baby,5.0,I like this,I bought this for the baby to grow with because the head rest for 0-4 months and the other things for when baby is older.
Baby,2.0,Cant see in dark rooms.,Infrared does not work properly. Cant see in night time in babes room. It does not worth the value ask for.
Baby,5.0,Thanks fellow reviewers,"Based on everyone's glowing feedback, I knew I had to get this one and sure glad I did. The price was a major factor. Pimpin up the baby stroller is an expensive proposition, so when I learned I could get one compatible with my Jogger Mini GT for fraction of the price and with more options, I couldn't resist. I use it for holding drinks and use the zipped pockets for keys/phone and the main compartment for various items. The alternatives could cost 3x more."
Baby,5.0,Love this!,So much less expensive than the rest and just as effective.  My stroller didn't come with a cup holder so I needed something for my walks around the block with my baby. This item did exactly what I needed and didn't break the bank.
Baby,5.0,helpful,"has been very useful, also bought Philips AVENT BPA in baby bottles to store. and not use the nipples. good product"
Baby,5.0,A good product,"So far I really like this product. It fits my bob and although it has soft material, it does have shape. I like the two cup holders and the inside pocket. It's a good price compared to the bob handle ba console."
Baby,5.0,Cute & Functional,"Oooohhh, I love this case. Holds a good many wipes, easy to find in your diaper bag but not too bulky, durable, simple to access the wipes. Overall well-designed at a nice price. I'll probably use this long past the baby stage."
Baby,4.0,Cute product,"I like it for it's variety of textures, yet wished it was still set up a little different.  I ordered it for a child who is visually impaired and he doesn't seem to like it as much as I do.  It's a good size.  it has a loop to attach it to other things and it's colorful."
Baby,5.0,My daughter's best friend,"We got one of these when my daughter was only a few months old. She is almost 2 now and has to have the Wubbanub when she goes to sleep. It's like her best friend. Although she doesn't use the pacifier feature anymore, it's still a toy that provides her comfort. We named him George after Curious George. Great buy!"
Baby,4.0,"very cute, simple and entertaining for little one","I saw this at walmart for more than it was on amazon, the toys can be moved around and it comes with an adorable little pillow for the baby's head. My daughter threw up the first day we used it but it was easy to clean and wash and still looks new. I love this play mat."
Baby,5.0,Love this little guy,"Everyone just thinks this thing is the best. He is soooo cute! Out little boy loves it as well, though at 12 weeks, he is starting to associate it with bedtime and fights like no other! The only thing I worry about is how to wash it? The paci dos not disconnect from the stuffy."
Baby,5.0,Love it,I bought this for my 5 month old nephew and he absolutely love it. He grabs it and play with it.  I would definitely recommend it.
Baby,5.0,Fisher-Price Rainforest 1-2-3 Musical Gym a healthy entertainment for my baby,"100 % recomendado, se lo regale a mi niña y le encanto muchisimo es un exelente juguete asegura horas de diversion saludos desde venezuela"
Baby,4.0,So cute!,I love them.  My granddaughter... not so much.  Maybe when she's a bit older...  She's only 3 months old now.
Baby,5.0,Love wubbanubs!,"We first found these three years ago when our first was a baby. They are so cute, but are really great because it is harder to lose than just a soothie. They can not roll out of the crib in the middke of the night and a child can easily find it in their crib and put it back in their mouth when they want it. My daughter is two and still has hers, but she got a hold in the soothie part and was very upset. It wpuld be nice to be able to change those out. We just sewed a new one on. It doesn't look that great but she loves it!"
Baby,2.0,Not good as rattles,"I was rather disappointed with these; the rattles are very faint and the sizing is small, so if you have a robust child then they will probably not fit. My son does like to suck on these (although to be honest he sucks on everything within reach) but other than that there's not much to them. I would have liked a stronger rattle, which is the reason why I got them.<br /><br />I currently use them to attach other toys to the handle of his car seat since the velcro is good for that and strong enough that he can't yank the toys down on himself."
Baby,5.0,Fits Chicco Liteway Plus Stroller,"Just received this today.  It fit my Liteway Plus stroller perfectly!!  I have not started using it, but it will definitely get the job done and looks well constructed."
Baby,4.0,Good lids,"These lids seal up the Advent bottles perfectly, have had no leaks while using.  Be aware that these replace the nipple so you will need to carry it separately while the sealing disc is in use."
Baby,5.0,Work well,These snap right into place and keep a secure seal. I use wet erase markers to mark the date on top. A good investment for added convenience.
Baby,5.0,EAD loves Logan!,"We have more than a few Lamaze toys and this one is by far Elizabeth's favorite. It attaches well to her stroller, her Pop and Play and her car seat, so he is always right there and always safe from getting lost. He has great tactual features for her development and he is well constructed so I don't worry about her choking on anything as she shoves him in her face. I would absolutely recommended Logan, or any other Lamaze toy, to anyone that asked."
Baby,3.0,"Nice for parents, not as attractive to the babies","I have 4 month old twins and they are just about ready to start enjoying a musical mobile.. I had a hand-me-down manual winni-de-pooh mobile which I used on the kids since they were 2.5 months.. And they loved the soft music and the figures revolving around the mobile.... The manual winding however barely runs the mobile for approx10 secs, and as my kids loved it so much,I thought I'll buy a battery operated one... When I received this, I thought it was beautiful.. Vibrant colors, the palm fronds moving up and down, and the remote.. HOWEVER , my kids did not enjoy it as much.. The animals are way too close to each other, there are just too many things clustered together...and the strings from which the animals hang are way too short.....they will stare at the manual one which is simpler, just 4 animals on a longer string , it helps them distinguish the figures easily.. My twins adore the manual mobile, a musical mobile is a must have on anyone's crib.. Just the sight of seeing happy babies is worth the little money spent... But this one just doesn't cut it as much.. The music however is nice, still not as nice as the manual one, and I felt the sound was a little low .."
Baby,5.0,Can't live without it...now that it works,"When we first got this mobile it stopped working after just a few weeks. Like other reviewers said it kept getting stuck and wouldn't turn. However, I emailed Fisher Price about the problem and they IMMEDIATELY sent me a new mobile for free. It arrived a couple days after I sent the email with an apology. It was by far the best customer service experience I have ever had. I am really impressed.<br />Now for the review of the working mobile. It is really great. The music it plays is really soothing and puts my baby right to sleep. I also love the remote to turn the music off. I rock the baby near the crib/mobile and then when he falls asleep I turn the mobile off with the remote and then put the baby in the crib. Perfect.<br />When the baby wakes up he likes to stare up at the little moving creatures and leaves that go up and down. So it entertains him for a while, which I love. Like I said - I can't live without it...now that it works."
Baby,3.0,not a great fit,Does not fit well on a sleigh bed crib.  It does not fit around front or back and for side railing it doesn't tighten enough to secure the mobile.
Baby,1.0,waste of money,These were a waste of money as they did not fit my bottles properly and the bottles did not seal and leaked.  I threw them away.
Baby,4.0,Love this,Our little boy just loves this. He's still trying to grab and hold things and kept knocking his soother out of his mouth. But this stays in place and he can hold on to it against his chest.
Baby,5.0,Happy with purchase,"Excellent article, very nice for my child, I enjoyed. We recommend.<br /><br />Excelente art&iacute;culo, muy bonito para mi ni&ntilde;o, me gust&oacute; mucho. Lo recomiendo."
Baby,5.0,Excellent product,"Excellent article, very nice for my child, I enjoyed. We recommend.<br /><br />Excelente art&iacute;culo, muy bonito para mi ni&ntilde;o, me gust&oacute; mucho. Lo recomiendo."
