marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,10256251,R3GCUS46Y1617T,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,4.0,0.0,0.0,N,Y,Great crib mobile!,"I purchased this mobile because of the reviews and because it looked bright and colorful online. I was hesitant at first because my daughters bedding is pink/brown and not a rainforest theme, however, she absolutely loves it. The moving leaves and colorful animals really draw her eyes to the unit and she will sit there and study it for seemingly forever. The music is pretty standard - classical, and it features a rainforest-like sound of crickets and frogs, birds, etc. The only feature I was disappointed in was the light. I was under the impression that the light on the main unit that attaches to the crib was more dramatic. It is just a bulb that shines light through the base. Not much to look at so my daughter really only cares about it during the day when she can actually see it. Otherwise at night, it's good for the music and rainforest sound.    Anyhow, I still think this is a great mobile and would recommend it to all. Oh, and it comes with a remote activator so you can turn it on while in bed or at the nursery door! It is a nice feature.",2009-09-12
US,44172080,RV2AB16LKVV26,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,Y,Great addition to our MaClaren Umbrella Stroller,"This is a great addition to our MaClaren Quest Sport umbrella stroller.  It attaches perfectly onto the handles and holds a lot for a tiny little pouch. Has 3 sections as shown in the picture. The middle section was large enough to hold my canon hg20 camcorder and other small items like sunglasses, keys, etc.  This is a must have if you own an umbrellas stroller with no storage space.",2009-09-13
US,40513726,R1HRI3OD56SO5R,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,29.0,33.0,N,Y,"Great, inexpensive stroller caddy","I bought one of these to use on our Baby Jogger City Mini double stroller instead of the expensive Baby Jogger accessory. It works great and is an excellent value for the price. I've had no problem with sippy cups, bottled water, paper cups from Starbucks, etc. It stays on when you fold up the stroller and the center pocket is great for keys, cell phone, a snack cup, or whatever small items you need to stash.  (Edited to add: On the double, it attaches to the center perpendicular bar and then either of the outsides of the stroller handle.)",2009-09-17
US,34917790,R2130IM3F22I3I,B001LF3YQK,733469195,"Skip Hop Baby Swipe Baby Wipes Case with Button Slide and Attachable Strap, Red",Baby,5.0,3.0,4.0,N,Y,Awesome product!!,"I love this wipes case! It's great. I'm able to fit a ton of wipes in it and then the little red thing just slide back for me to get to them. The only problem I have with it is, my 20 month old got a hold of it and she took the red button off a little easier than I would've liked, but it popped right back on.",2009-09-17
US,18307076,RY0NPIIJK2BJ6,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,2.0,2.0,N,Y,can't beat it for the price,"I looked at similar stroller organizers/cup holders for three times the price and I'm glad I went with this one.  It definitely gets the job done and you can't beat the price.  I was concerned that it wouldn't be strong enough to hold everything, but it is quite sturdy.  Also, there is a small zippered pocked in the main open console area, so you can put money or keys there if you are worried about them being out in the open.  It fits great on our baby jogger city mini - I highly recommend this product.",2009-09-18
US,49079119,R8XIL04LBH0N5,B001LF3YQK,733469195,"Skip Hop Baby Swipe Baby Wipes Case with Button Slide and Attachable Strap, Red",Baby,2.0,3.0,4.0,N,N,"I love Skip Hop products, but not this one.","This case is okay.  It has a strap, which is sort of nice, but I'd like it better if it were longer.  The button pops off and does not slide (at least not on mine) and so getting wipes out is a big hassle.  The case also pops open and does not seal especially well.  I was hoping this would be a good solution for me.  I need to carry lots of wipes (I have 3 young children) and the standard travel wipe cases hold approximately 6 wipes, whereas this one holds more.  I like that the case holds more wipes, but they are useless if you can't get them out or if the case opens and they all fall out on the ground.  Don't waste your money on this one.",2009-09-23
US,17716522,RIUH5TG619TKG,B000JIJPZY,235488510,Fisher-Price Rainforest 1-2-3 Musical Gym (Discontinued by Manufacturer),Baby,1.0,2.0,2.0,N,N,Worthless and Overpriced!,"I can't imagine any baby being interested in this.  There is really not much to it, the velcro pieces pull off easily, the music player hangs down in the baby's face so if they roll over they hit their head on it, and the mirror/ball/flap on the end is pointless.  The flap was almost permanently folded down, the ball barely spins, and the mirror is tiny.  My son never cared anything for this playmat; when he got a little older he used it to stand up.  All in all, this thing is a complete waste of money.  If this playmat actually entertains a baby, it won't last very long.",2009-09-25
US,51957788,R2N4L5C5P0IYHI,B002B4OVWG,450475749,Wubbanub Infant Plush Toy Pacifier - Monkey,Baby,2.0,0.0,1.0,N,Y,Not working like I'd hoped it would.,"Some friends had suggested I get a Wubbanub since, especially on car rides, my baby would spit out his pacifier and start crying.  No way to reach to the backseat and put it back in.    Unfortunately, the Wubbanub comes with a Soothie brand pacifier attached, and my baby simply does not take a Soothie.  So he makes a face and spits it out every time, and we're back to square one.  Now that he's 14 weeks and can grab things more easily, he seems to like to play with the Wubbanub, but in that case I could just have gotten a stuffed animal at the dollar store!  Cute idea, but unless there's a way to get one with an Avent pacifier (or Nuk or Mam or whatever else other babies like), this hasn't been the miracle it was for other parents.",2009-09-28
US,30918850,R3U4BIAD01J21N,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,2.0,2.0,N,N,Nice!!!,I bought it to compliment the city mini stroller and it perfectly match. It is a lot cheaper than the city mini and it does the job... I recommend this product to any mom without space in the stroller.,2009-09-29
US,51504697,RG2WIFYVK067W,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,Y,daycare mom,This product is perfect for all of our strollers.  I would highly recommend it.  I have not had any issues with it as of yet.,2009-09-30
US,36024289,R8AD1AM0MO6MB,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,0.0,7.0,N,N,Perfect decor for my dorm room!,"This baby mobile is perhaps the best thing I have ever invested in. As a freshmen at Princeton, I was pretty nervous about starting college. However, I knew one of the ways I could bring my childhood and home with me was by decorating my room with a piece that evokes not only the playful and carefree nature of childhood, but also serves as a deep and penetrating metaphor for the ironic and misogynistic philosophies of many modern house cats. Ever since I was a youngin, I have been tortured by the heartless attitude that house cats have toward me. I felt that I would be lost if I didn't continue to harbor my hatred of these creatures while exploring my collegiate interests and broadening my world view. Hanging this mobile in my dorm room has helped me to become an active global citizen, in my opinion. I have garnered the respect of many of my professors as well as the other students on my floor. I highly suggest that an parent endeavoring to educate and enlighten their child, regardless of age, buy this mobile and hang it directly about their pillow. It is the will of the forest nymphs that all children become enlightened. That is why I have this mobile, and why my parents were willing to pay many dollars to give me a gift that I love. I encourage you to do the same for your own child! You will not regret giving them this one of a kind opportunity.",2009-10-01
US,22866356,R2U1BZZUZRDYNJ,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,4.0,0.0,0.0,N,Y,Good mobile,I don't know that much about mobiles.  I looked at the reviews on Amazon and purchased it based on past customer ratings.  My baby boy seems to like.  The construction seems pretty good.  I would definitely recommend to friends and family.,2009-10-01
US,39028670,R1TUWYQSYY4SCT,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,4.0,0.0,0.0,N,Y,My son loves it!,We bought this for our son when he was 2 months old and he just loved it!  He's currently 7 months old and still enjoys looking at the bright colored animals but is now more interested in the music box that is attached to the side of the crib.  Overall it is very colorful and children will enjoy it.  The only drawback is that the music is sometime not loud enough.,2009-10-08
US,47344769,RQ9K6UC30H9FM,B002B4OVWG,450475749,Wubbanub Infant Plush Toy Pacifier - Monkey,Baby,2.0,3.0,5.0,N,Y,good in theory but not so practical,"I saw the overwhelmingly positive reviews and thought this may be something to help my little one sleep. We tried lots of different pacifiers, but he never really took to any one style. I thought I would try this because of the idea that it could help stay in his mouth. However, the results weren't any different from all the other pacis we tried. Maybe it works for younger babies but at 2 months, it would still fall out of his mouth when he turned his head so it didn't really keep it in place. To be fair, maybe my little one just isn't a pacifier kind of kid, which is fine, but we didn't have the success that so many others seem to have with this product. I was also a bit hesitant because of the fact that the pacifier is sewn to the plush toy but I was willing to deal with it at the time. However, it really would be a much better product if there was a way to separate for cleaning.",2009-10-09
US,25396688,RQHS2B0W67EXA,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,Y,Perfect!,"I purchased the Buggy Buddy to go with my new Graco IPO stroller.  It attaches to individual handles or a single handlebar.  The pictures aren't clear enough to show that the cup/bottle holders expand to hold many different sizes and it holds them snuggly.  There is a zipper pocket for keys, cell phone, etc. and a decent amount of open space for whatever else you need.  My stroller still folds easily with the Buggy Buddy attached.  Perfect solution for smaller strollers w/out a parent tray.",2009-10-13
US,48569534,R1530E7CXL4P4F,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,2.0,2.0,N,N,Fantastic mobile - wish I'd gotten it sooner!,"I was a bit skeptical of this mobile mostly because it looked so large in the pictures, and also because I thought I probably wanted a mobile that played lullabys instead of classical music.  However, when I saw this on clearance at Walmart, when my son was 5 months old, I decided to try it -- and now only regret I didn't get it sooner!  It is definitely a large mobile, but that became a non-issue, and the classical music is great.  The leaves and animals move slowly and calmly but have interesting colors and features, which keeps a baby's interest while not being over-stimulating.  There are four sound options (rainforest and three different classical composers), which if selected will run for about 15 minutes each before automatically shutting off.  No frequent resetting and no winding-up necessary -- a definite plus.  There are three options for light/music, light/music/motion, and music/motion, so it's not possible for the mobile to work with just motion and no sound, but you can have the nightlight off.    The music is slow-tempo, soothing and relatively quiet and has helped my son fall asleep countless times over the past six months.  We removed the mobile arm as soon as he could stand up, and switched the music/light/motion option at just music and light.  He absolutely loves pushing the big, colorful buttons to turn the music on and off by himself.    Practical notes: My initial set of D batteries is still going fine after six months, so they don't need frequent changing.  The mobile was easy to assemble and it was easy to detach the mobile arm when needed.  The only negative was that the on/off remote never seemed to work for \\""on\\"" for me -- only \\""off\\"" -- even when aligned as instructed.  Highly recommended.",2009-10-19
US,20875860,R9YBA3YCD29D5,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,0.0,0.0,N,Y,"love it, love it, love it","This product is adorable.  The lighting is perfect, not too bright. two volume settings for the music.  I personally enjoy listening to the music over the moniter.  It is very soothing.  Most favorite part, I didn't realize the leaves on the mobile moved up and down as well as around.  I had been rocking my daughter to sleep for the last four months.  Couldn't take it one more day.  She fell asleep watching it and took a 3 hour nap.",2009-10-19
US,38868042,R34VVEYA3R81JK,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,1.0,1.0,N,Y,Wonderful!!!  Best thing we could have bought for our Disney Trip!,"Our stroller does not have a cup holder or any type of compartment on it to store anything besides the basket.  We needed something for our week long trip to Disney World with our 2 year old.  This was great!  It held water bottles, cans, and 20 oz cups very well.  We could also get 32 oz cups in it relatively easily by stretching the elastic a little.  The zipper compartment is small, but it would hold a couple of little things.  The middle compartment between the cup holders would hold both by camera and my phone.  I highly recommend this!!",2009-10-20
US,16808897,R3ATIA5Z2WD1M8,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,Y,Great Caddy - Great Price!!!,"I bought this to fit on my Dream on Me Adjustable Handle Stroller which doesn't have any cup holders or trays.  It fits perfectly and will hold any drink - including a cold coffee drink from Starbucks or a water bottle.  It's got plenty of room and the metal frame really makes a difference in that it always stays open.  I have to attach it on a slanted portion on my stroller handle because of the way my stroller is, so to offest the slant I attached one side by twisting the velcro before putting it on and it stays level with no problem.  GREAT PRODUCT!!",2009-10-26
US,33067067,R2HM7M8NTD219R,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,3.0,5.0,5.0,N,N,Won't fit a convertible crib,"Seems like a great product, but I was quite upset that it wouldn't attach to our convertible crib.  The top \\""ledge\\"" of the crib is too wide.",2009-10-28
US,11630976,R1QLS87ZP2ASHA,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,Y,Works great with our Quinny Zapp Stroller,"I bought this for my Quinny Zappy stroller because it doesn't have any accessories that come with it. It's great and I love it. Perfect if you don't have to collapse the stroller. When I do need to take it in the car I leave the buggy buddy in the trunk but it's great for using on daily walks around the city. I put my camera, wristlet, baby food, and bottle of water and keys in there and there's still room left over. Highly recommend. Can easily fit on any stroller since it has velcro straps that are adjustable to most style of strollers. Must have if your stroller didn't come with cup holders.<br /><br />I have spilt soda a couple of times so if you have a drink that is in a can I would recommend drinking half of it before putting it in the holder. I put tissue at the bottom just in case and it does the job just fine.",2009-10-29
US,11630976,R1MYM1DIU61W8S,B0011TMGKG,155169415,Lamaze Logan the Lion Play and Grow (Discontinued by Manufacturer),Baby,3.0,4.0,4.0,N,Y,Take or leave it,"I bought this for my 5 month old because he loved Freddie the Firefly but had already had Freddie for 3 months so I thought it was time for something new. For some reason he just doesn't seem interested in this toy. It makes a \\""roar\\"" when you tip him. He likes to put the hands into his mouth but the teething toys are attached to it so he just seems frustrated by it. Lamaze has great toys but this one was not a winner with my little guy. He has had Freddie since birth and still prefers it to Logan. Go figure.",2009-10-29
US,13732764,RT57373TN6X7X,B0011TMGKG,155169415,Lamaze Logan the Lion Play and Grow (Discontinued by Manufacturer),Baby,5.0,3.0,3.0,N,Y,An Absolute Favorite,My son LOVES all 4 of his Lamaze toys and gives big grins in response to the sweet smiling faces. Mommy likes that this can attach to his crib bumper so he can bat and pull and the lion never gets away.  He also makes a neat noise with a ball rolling inside his head.,2009-10-30
US,51127532,R2IQE7Z7HV2Q2N,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,0.0,0.0,N,N,Sanity saver - SO worth the cost,"Our daughter was about two months old when she started noticing movement and objects, and I needed a break now and again, so we started shopping for mobiles. I always liked the look of the Tiny Love ones, but the reviews were mixed and the Symphony mobile was out of stock just about everywhere, and in retrospect I'm so glad I got the Fisher Price Rainforest mobile instead.      We've been using this daily for almost four months now and haven't had to change the batteries yet.  Our daughter absolutely loves it - both the moving animals and the nightlight.  I love the four music selections, two volume levels, and the durability.  We're almost to the point where we'll be removing the moving part of the mobile, but the nightlight and music section will stay.  The remote control has enough range that we're able to use it from our bed in the adjoining room.  This is a great product - I happily recommend it to anyone who asks about it, and will continue to buy Fisher Price products.",2009-11-02
US,34518460,RCHEH3A3J9ELR,B0011Z5CV0,144970696,Lamaze Eddie the Elephant Tunes (Discontinued by Manufacturer),Baby,4.0,4.0,4.0,N,Y,Eddie the Elephant is a really fun toy.,"This is one of baby's favorite toys.  Nice music, colors, textures, and patterns.  Very interactive.     No five star rating for four reasons:    (1) Too few songs and too short segments of songs.  (2) Too short record time.  (3) Notes on trunk are quite difficult to press.  (4) Tricky to press the spot that must be pressed to initiate music.    These issues mean that someone other than baby must constantly press different parts of the elephant in lieu of baby for quite some time until baby learns to do it alone.",2009-11-06
US,52580250,R1HFLOHK98H3U5,B002B4OVWG,450475749,Wubbanub Infant Plush Toy Pacifier - Monkey,Baby,5.0,0.0,0.0,N,N,Love this pacifier,"I got these for my new grandson, who is a pacifier baby with pretty good hand control at four months (just!) and we all love them.  I am buying more to have around to give as gifts--my son-in-law's idea!",2009-11-06
US,14451377,RUBYPXDFKKQ4L,B0028IDXDS,450475749,WubbaNub Brown Monkey Pacifier,Baby,5.0,0.0,0.0,N,Y,Best Infant Pacifier,"In my practice the majority of my patients are infants and children. In my office and in the nursery we offer the soothie pacifier for comfort and infants who will not suck on another pacifier are comforted by the soothie. The wubbanub was originally recommended to me by one of my patients mothers. She has triplets and stated it was a \\""lifesaver\\"". My granddaughter who is 4 months old has both the frog and now the monkey wubbanub she and my daughter love them.",2009-11-08
US,16771716,R1IQLBJT8QV1NO,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,2.0,7.0,7.0,N,Y,Not very sturdy,"This item is good for holding your cell phone, kleenex or a water bottle but don't put too much in it. One of the straps broke on ours and we really didn't put too much in it. In fact I think we had two water bottles and some keys in there. It's not good for drinks that aren't completely closed. We had our take out coffee cups in it and they kept sloshing around. It serves it's purpose in holding the few things we want to bring with us but nothing more.",2009-11-12
US,39466107,RKX7ZXP3T65BL,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,0.0,0.0,N,Y,he loves it,"We just purchased this for our infant son and he loves it.  The figures point down so he can see them well.  The leaves flap which he also seems to like.  The music choices and rainforest sounds are quite nice.  We haven't used the remote control yet, but sure it will come in handy.  He's entertained the entire run time.  Definitely a good mobile.",2009-11-22
US,37449337,R1TI3FY4364IC4,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,1.0,1.0,N,N,Quit looking and just buy this one.,"Fantastic mobile! I purchased this when my daughter was 6 weeks old and she absolutely loves it. My husband had to build a mount for it to hang on the wall since she sleeps in a pack-n-play and it wouldn't attach to the model we have. Anyway, she will watch the mobile for nearly half an hour just kicking her legs and talking to the turning animals. It keeps her very entertained. I love it!",2009-11-23
US,52427757,R38JWN9Y058RQR,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,Y,"Nice little cup, key and everything holder!","This really came in handy with my McClaren Volo - a very lightweight umbrella stroller. When I bought the stroller originally, the other cupholder could only be attached at an angle on the side of the stroller - drinks that were open even slightly would slosh all over the place. This stroller buddy saved me! Love it.",2009-12-06
US,12536484,R2UFP3B0KYWNJV,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,Y,Great item,"I love this!  It's perfect for keys, beverages (mine and baby's), as well as a quick place to put any toys that baby has thrown to the ground!",2009-12-07
US,46677627,R1DEHYWGUESY8W,B002B4OVWG,450475749,Wubbanub Infant Plush Toy Pacifier - Monkey,Baby,4.0,0.0,0.0,N,Y,Cute,"This monkey is super cute.  Dd is just discovering it and loves to wave it around.  Its a great binky to take out and about since I tend to loose these when they go flying out of the baby's mouth.  The only down side is that the binky is permanently attached to the monkey.  So you really cannot sterilize the binky and washing it gets the monkey all wet, which you're not supposed to do.  I still like it.      edited- oops, I didn't read the tag correctly.  Turns out you can throw the whole thing in the laundry.  Works great.",2009-12-09
US,47166832,R1SQQWGIMVT0WV,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,3.0,0.0,1.0,N,Y,Ok,This item was nice but the music did not work.  Baby like it alot so used another music mobile playin at same time as this one.,2009-12-12
US,46095942,R1YPFJOZTPZVF8,B000067QMD,137471145,Philips AVENT BPA Free Classic Bottle Sealing Discs,Baby,5.0,0.0,0.0,N,Y,Wonderful Product,We love using the sealing discs for making bottles and mixing the formula.  They work wonders.,2009-12-15
US,23775228,R30Q4TTBD5WW5S,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,0.0,0.0,N,Y,Daughter loves it,My baby daughter thinks this is the greatest thing since sliced bread. There are way fewer nap time fusses. When we put her down and turn it on she is asleep before it finishes 90% of the time,2009-12-23
US,49225191,R303CQNBGCO2Z5,B000067QMD,137471145,Philips AVENT BPA Free Classic Bottle Sealing Discs,Baby,3.0,1.0,2.0,N,Y,Warps and stains in dishwasher.,"I bought these disks to use with my Avent bottles for storing breast milk and later homemade baby food. I've been using them for about two months now, and had to order more. I have had no problems washing my other Advent products in the dishwasher on the delicate setting, but these sealing disks warped after several washes and stained a light orange after one. I have ordered more and will have to hand wash them.",2009-12-23
US,14629567,R1VQQBT2PT6JJN,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,0.0,0.0,N,Y,Rainforest Mobile,"The Fisher-Price Rainforest Mobile is just what I was looking for for my grandson. He just LOVES it--especially when the leaves open and close. It was shipped in a timely manner, and I received it within a matter of days. I would definitely recommend this product and seller!",2009-12-26
US,36644194,R1GJX1P96XAXWC,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,4.0,1.0,1.0,N,Y,Decent Product,"I have read alot of reviews that the buggy buddy have to be REMOVED BEFORE closing any stroller.<br />I was skeptical and have 2nd thoughts after ordered it from Amazon..<br />To my SURPRISE, I used it with my stroller Inglesina Zippy 2010 model, I HAVE NO PROBLEM closing and opening with the buggy buddy still hooked at the handle!! I have tried it several times, closing and opening it, NO ISSUE!! I tried putting the biggest cup and a middle sz cup, it fit well.. but of course it is abit shaky so NO HOT cup with this!! VERY HAPPY!!",2010-01-01
US,30570149,R3IK0XF5W81VRC,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,7.0,8.0,N,N,very good,"This is great. It fits my UPPA VISTA stroller very well. It's a difficult stroller to fit with a caddy because the handle bars are at a 45 degree angle with no bend in them. Considering the price, the material is really good and insulated. You can't see it in the picture but there is a small zippered pocket in the center. The cup holders are large enough to fit a coffee cup (which will sit upright) and you can fit larger water bottles in there because they are stretchable.",2010-01-07
US,43896718,R3OG6C01UAM27N,B001LF3YQK,733469195,"Skip Hop Baby Swipe Baby Wipes Case with Button Slide and Attachable Strap, Red",Baby,5.0,1.0,2.0,N,Y,Useful!,I love this case.  I've been asked by moms watching me use it where did I get it.  I like that I can hang it off the stroller or anywhere else as needed which is useful for me.  The case makes it easier to get to wipes and I can resupply as needed.,2010-01-11
US,14874405,R3O9EUH7E2R1IF,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,2.0,2.0,N,N,Awesome for tummy-time haters,"In order to get my baby into the \\""front to play, back to sleep,\\"" I bought this toy. My daughter HATED tummy-time, but the spinner elevated her, so tummy-time became bearable for a couple minutes, then 5 minutes, then 10 minutes, etc. Two days ago, she was happily on the spinner for 20 mins. However, yesterday, she started turning over, so we removed the spinner. The mat is fun too, lots of contrasting colors to catch baby's attention!",2010-01-12
US,12515682,R73XOMH604SCD,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,3.0,1.0,1.0,N,Y,Mixed feelings,"my 4mo old loves the mat and cover...yet doesn't love the spin feature. He's ok -not great- with tummy time and I was hoping this would help. Sometimes it works for a few minutes, other times not at all. It also seems to bother his tummy a bit- can be a plus if you just can't get that burp out...after he comes up from this there it is! But again, he loves staring at the mat while sitting on my lap...or even if i hold it up for him to play with he is excited...would love it more if he used the spinner...",2010-01-17
US,13464651,R16BKH4CM181LD,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,4.0,1.0,1.0,N,Y,Just what I needed,"My 2 umbrella-style strollers had no cup holders and this product solved that problem. Easy to use.  To fold the strollers I just un-Velcro one side of the Buddy, flatten it, and tuck it into the stroller fabric. Since it is all fabric, it can be tricky getting a paper coffee cup into the holders, but just leave the cardboard cup-cozy in the holder- works great!  Also has plenty of room to hold small snacks, napkins, tissues....  Best of all, I bought 2 for the price of one other brand holder.",2010-01-23
US,30187544,R1ZKB8UGD4MDE4,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,Y,great bang for ur buck!,"this is a great caddy for umbrella strollers. and for $8, you can't beat the price or storage it comes with. it can hold up to 5 drinks and has a great zippered compartment for valuables. i was looking for a drink holder for my stroller and an attachment for just one drink was over $8, so this is by far the best. i purchased two for both of my chicco capri strollers",2010-01-30
US,36883270,R9E7DKGLHHOQ5,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,1.0,14.0,19.0,N,N,Does not fit on convertible crib,"I will be returning this mobile, unfortunately - it will not fit on the Ragazzi Etruria shaker stage crib, and I feel there might be similar issues with other convertible cribs - a definite design flaw, considering the current popularity of convertible crbs.  The top railing is too high to allow the crib to be mounted, since the lip determines the placement, and the bottom of the mobile does not come down far enough to expose the hole where the clamp attaches.   Wish I knew about this before I ordered - every other Fisher-Price model shows the mounting in pictures, and all the other mobiles use straps to hold it in place, not a lip plus clamp, and this mounting style was NOT apparent in any of the stock photos.  Not recommended for convertible cribs.",2010-01-31
US,24570500,RYIJGEC1FXVKE,B002B4OVWG,450475749,Wubbanub Infant Plush Toy Pacifier - Monkey,Baby,5.0,0.0,0.0,N,Y,Great Toy,I love it for my daughter. She gets to cuddle the monkey while sucking on her binkie. It also helps when ever it drops it doesn't always land on the nipple side and gets dirty.,2010-01-31
US,24261014,R38HFVBUDMX0AS,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,0.0,0.0,N,N,His Favorite,Our son got this along with the Baby Einstein fish aquarium for our baby shower.  I will tell you he thinks this mobile is so great.  We put him in his cradle and use the Nighttime Sounds with motion and he just smiles and falls right asleep.  I think this is a great product and just a fun way to keep him entertained once you put them down.  We also love the fact that it has a remote!!,2010-02-01
US,43699845,R1A3BTNFVZ3LUH,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,0.0,0.0,N,Y,not bad for the money,not bad for the money    My daughter likes it especially when I make the animals swing.  If it could do that automatically it would be perfect.,2010-02-05
US,45662109,R3DYJMHEZ967OJ,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,Y,great product!,There's not much to say. It's a great product and I haven't had any problems with it.,2010-02-07
US,16886382,R1V79WPH6A5JIP,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,5.0,6.0,N,Y,"Great for Special Needs Kids, too!","My daughter has cerebral palsy and this toy has helped build her neck and back muscles quite a bit. She also seemed to have fun and it didn't seem like exercise to her at all. It did take some getting used to, but by about the 4th or 5th time, she was loving it.",2010-02-08
US,16217112,R718S1IVEOV6B,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,188.0,195.0,N,Y,Works great on UPPABaby Vista!,"I recently purchased an UPPABaby Vista, but the cup holder you have to purchase separately from UPPA Baby is a joke.  I had tried a couple of different, more expensive stroller organizers (Joovy organizer, Prince Lionheart cup holder) and none worked, so since the Sunshine Kids organizer was so inexpensive, I decided to give it a whirl and boy was I pleased to see it worked!<br /><br />Not only does this have 2 cup holders (one for me and one for baby.  It also has a zippered pocket and other larger compartment to keep my cell phone, extra binky's etc...<br /><br />For anyone who bought an UPPABaby Vista and is looking for a great alternative to the waste of money cup holder from UPPA Baby!  I also like that you can collapse the stroller without having to detach it!  So glad I found this product!!!!",2010-02-09
US,15353705,R3JLE7X81XWOXX,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,4.0,0.0,0.0,N,Y,Good enough for the purpose,"I was going to bye   a cup holder for my Baby Vista,that wasn't included (weird when you buy $700 stroller!),but after reading some negative reviews I changed my mind and bought this  item. It is not ideal,but it's ok and serve it's purpose",2010-02-10
US,40901981,RWRK9WCC5SNB2,B000O76VBG,653884671,Fisher-Price Musical Teether Keys Toy,Baby,5.0,1.0,1.0,N,Y,Happy with this purchase,Granddaughter finds it entertaining.  She especially likes the baby giggle sound made by pushing one of the buttons.  Not too loud so is pleasant  to hear over and over!,2010-02-10
